Fuel,VEHICLE_SEGMENT,liabilities,Customer_Income group
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,$25-$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,>$70K
CNG,A,,0- $25K
